08/23/13,07:10 PM,07:10 PM,Tigers at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",08/23/13,08/23/13,10:10 PM,10:10 PM,FALSE,TRUE,08/23/13,06:10 PM,06:10 PM,FREE,BUSY
08/24/13,04:05 PM,04:05 PM,Tigers at Mets,Citi Field,"Local TV: FOX ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",08/24/13,08/24/13,07:05 PM,07:05 PM,FALSE,TRUE,08/24/13,03:05 PM,03:05 PM,FREE,BUSY
08/25/13,01:10 PM,01:10 PM,Tigers at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",08/25/13,08/25/13,04:10 PM,04:10 PM,FALSE,TRUE,08/25/13,12:10 PM,12:10 PM,FREE,BUSY
08/26/13,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",08/26/13,08/26/13,10:10 PM,10:10 PM,FALSE,TRUE,08/26/13,06:10 PM,06:10 PM,FREE,BUSY
08/27/13,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",08/27/13,08/27/13,10:10 PM,10:10 PM,FALSE,TRUE,08/27/13,06:10 PM,06:10 PM,FREE,BUSY
08/28/13,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",08/28/13,08/28/13,10:10 PM,10:10 PM,FALSE,TRUE,08/28/13,06:10 PM,06:10 PM,FREE,BUSY
08/29/13,01:10 PM,01:10 PM,Phillies at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",08/29/13,08/29/13,04:10 PM,04:10 PM,FALSE,TRUE,08/29/13,12:10 PM,12:10 PM,FREE,BUSY
09/09/13,07:10 PM,07:10 PM,Nationals at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",09/09/13,09/09/13,10:10 PM,10:10 PM,FALSE,TRUE,09/09/13,06:10 PM,06:10 PM,FREE,BUSY
09/10/13,07:10 PM,07:10 PM,Nationals at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM",09/10/13,09/10/13,10:10 PM,10:10 PM,FALSE,TRUE,09/10/13,06:10 PM,06:10 PM,FREE,BUSY
09/11/13,07:10 PM,07:10 PM,Nationals at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",09/11/13,09/11/13,10:10 PM,10:10 PM,FALSE,TRUE,09/11/13,06:10 PM,06:10 PM,FREE,BUSY
09/12/13,01:10 PM,01:10 PM,Nationals at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",09/12/13,09/12/13,04:10 PM,04:10 PM,FALSE,TRUE,09/12/13,12:10 PM,12:10 PM,FREE,BUSY
09/13/13,07:10 PM,07:10 PM,Marlins at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",09/13/13,09/13/13,10:10 PM,10:10 PM,FALSE,TRUE,09/13/13,06:10 PM,06:10 PM,FREE,BUSY
